x,lamcn(x)
5.3500000e-01,2.8207717e+00
5.4000000e-01,2.8216366e+00
5.4500000e-01,2.8224753e+00
5.5000000e-01,2.8232877e+00
5.5500000e-01,2.8240742e+00
5.6000000e-01,2.8248349e+00
5.6500000e-01,2.8255699e+00
5.7000000e-01,2.8262795e+00
5.7500000e-01,2.8269638e+00
5.8000000e-01,2.8276230e+00
5.8500000e-01,2.8282572e+00
5.9000000e-01,2.8288667e+00
5.9500000e-01,2.8294516e+00
6.0000000e-01,2.8300121e+00
6.0500000e-01,2.8305483e+00
6.1000000e-01,2.8310605e+00
6.1500000e-01,2.8315487e+00
6.2000000e-01,2.8320131e+00
6.2500000e-01,2.8324539e+00
6.3000000e-01,2.8328713e+00
6.3500000e-01,2.8332654e+00
6.4000000e-01,2.8336364e+00
6.4500000e-01,2.8339844e+00
6.5000000e-01,2.8343096e+00
6.5500000e-01,2.8346121e+00
6.6000000e-01,2.8348921e+00
6.6500000e-01,2.8351498e+00
6.7000000e-01,2.8353853e+00
6.7500000e-01,2.8355987e+00
6.8000000e-01,2.8357902e+00
6.8500000e-01,2.8359600e+00
6.9000000e-01,2.8361081e+00
6.9500000e-01,2.8362348e+00
7.0000000e-01,2.8363402e+00
7.0500000e-01,2.8364244e+00
7.1000000e-01,2.8364875e+00
7.1500000e-01,2.8365298e+00
7.2000000e-01,2.8365513e+00
7.2500000e-01,2.8365523e+00
7.3000000e-01,2.8365327e+00
7.3500000e-01,2.8364928e+00
7.4000000e-01,2.8364327e+00
7.4500000e-01,2.8363526e+00
7.5000000e-01,2.8362525e+00
7.5500000e-01,2.8361326e+00
7.6000000e-01,2.8359931e+00
7.6500000e-01,2.8358340e+00
7.7000000e-01,2.8356555e+00
7.7500000e-01,2.8354578e+00
7.8000000e-01,2.8352409e+00
7.8500000e-01,2.8350050e+00
7.9000000e-01,2.8347502e+00
7.9500000e-01,2.8344767e+00
8.0000000e-01,2.8341845e+00
8.0500000e-01,2.8338738e+00
8.1000000e-01,2.8335447e+00
8.1500000e-01,2.8331974e+00
8.2000000e-01,2.8328319e+00
8.2500000e-01,2.8324484e+00
8.3000000e-01,2.8320470e+00
8.3500000e-01,2.8316278e+00
8.4000000e-01,2.8311910e+00
8.4500000e-01,2.8307366e+00
8.5000000e-01,2.8302648e+00
8.5500000e-01,2.8297756e+00
8.6000000e-01,2.8292693e+00
8.6500000e-01,2.8287458e+00
8.7000000e-01,2.8282054e+00
8.7500000e-01,2.8276482e+00
8.8000000e-01,2.8270742e+00
8.8500000e-01,2.8264836e+00
8.9000000e-01,2.8258764e+00
8.9500000e-01,2.8252528e+00
9.0000000e-01,2.8246129e+00
9.0500000e-01,2.8239568e+00
9.1000000e-01,2.8232847e+00
9.1500000e-01,2.8225965e+00
9.2000000e-01,2.8218925e+00
9.2500000e-01,2.8211727e+00
9.3000000e-01,2.8204372e+00
9.3500000e-01,2.8196862e+00
9.4000000e-01,2.8189197e+00
9.4500000e-01,2.8181378e+00
9.5000000e-01,2.8173407e+00
9.5500000e-01,2.8165284e+00
9.6000000e-01,2.8157011e+00
9.6500000e-01,2.8148588e+00
9.7000000e-01,2.8140017e+00
9.7500000e-01,2.8131298e+00
9.8000000e-01,2.8122433e+00
9.8500000e-01,2.8113421e+00
9.9000000e-01,2.8104266e+00
9.9500000e-01,2.8094966e+00
1.0000000e+00,2.8085524e+00
1.0050000e+00,2.8075940e+00
1.0100000e+00,2.8066215e+00
1.0150000e+00,2.8056350e+00
1.0200000e+00,2.8046346e+00
1.0250000e+00,2.8036204e+00
1.0300000e+00,2.8025925e+00
1.0350000e+00,2.8015510e+00
1.0400000e+00,2.8004959e+00
1.0450000e+00,2.7994274e+00
1.0500000e+00,2.7983455e+00
1.0550000e+00,2.7972504e+00
1.0600000e+00,2.7961420e+00
1.0650000e+00,2.7950206e+00
1.0700000e+00,2.7938862e+00
1.0750000e+00,2.7927389e+00
1.0800000e+00,2.7915787e+00
1.0850000e+00,2.7904058e+00
1.0900000e+00,2.7892202e+00
1.0950000e+00,2.7880220e+00
1.1000000e+00,2.7868114e+00
1.1050000e+00,2.7855883e+00
1.1100000e+00,2.7843529e+00
1.1150000e+00,2.7831052e+00
1.1200000e+00,2.7818454e+00
1.1250000e+00,2.7805735e+00
1.1300000e+00,2.7792896e+00
1.1350000e+00,2.7779938e+00
1.1400000e+00,2.7766861e+00
1.1450000e+00,2.7753666e+00
1.1500000e+00,2.7740355e+00
1.1550000e+00,2.7726928e+00
1.1600000e+00,2.7713385e+00
1.1650000e+00,2.7699728e+00
1.1700000e+00,2.7685956e+00
1.1750000e+00,2.7672072e+00
1.1800000e+00,2.7658076e+00
1.1850000e+00,2.7643968e+00
1.1900000e+00,2.7629749e+00
1.1950000e+00,2.7615420e+00
1.2000000e+00,2.7600982e+00
1.2050000e+00,2.7586436e+00
1.2100000e+00,2.7571781e+00
1.2150000e+00,2.7557019e+00
1.2200000e+00,2.7542151e+00
1.2250000e+00,2.7527178e+00
1.2300000e+00,2.7512099e+00
1.2350000e+00,2.7496916e+00
1.2400000e+00,2.7481629e+00
1.2450000e+00,2.7466240e+00
1.2500000e+00,2.7450748e+00
1.2550000e+00,2.7435155e+00
1.2600000e+00,2.7419461e+00
1.2650000e+00,2.7403667e+00
1.2700000e+00,2.7387774e+00
1.2750000e+00,2.7371782e+00
1.2800000e+00,2.7355691e+00
1.2850000e+00,2.7339504e+00
1.2900000e+00,2.7323219e+00
1.2950000e+00,2.7306838e+00
1.3000000e+00,2.7290362e+00
1.3050000e+00,2.7273791e+00
1.3100000e+00,2.7257126e+00
1.3150000e+00,2.7240367e+00
1.3200000e+00,2.7223516e+00
1.3250000e+00,2.7206572e+00
1.3300000e+00,2.7189536e+00
1.3350000e+00,2.7172409e+00
1.3400000e+00,2.7155192e+00
1.3450000e+00,2.7137886e+00
1.3500000e+00,2.7120490e+00
1.3550000e+00,2.7103005e+00
1.3600000e+00,2.7085433e+00
1.3650000e+00,2.7067773e+00
1.3700000e+00,2.7050027e+00
1.3750000e+00,2.7032194e+00
1.3800000e+00,2.7014276e+00
1.3850000e+00,2.6996273e+00
1.3900000e+00,2.6978185e+00
1.3950000e+00,2.6960014e+00
1.4000000e+00,2.6941759e+00
1.4050000e+00,2.6923422e+00
1.4100000e+00,2.6905002e+00
1.4150000e+00,2.6886502e+00
1.4200000e+00,2.6867920e+00
1.4250000e+00,2.6849258e+00
1.4300000e+00,2.6830516e+00
1.4350000e+00,2.6811695e+00
1.4400000e+00,2.6792795e+00
1.4450000e+00,2.6773817e+00
1.4500000e+00,2.6754761e+00
1.4550000e+00,2.6735628e+00
1.4600000e+00,2.6716419e+00
1.4650000e+00,2.6697134e+00
1.4700000e+00,2.6677773e+00
1.4750000e+00,2.6658338e+00
1.4800000e+00,2.6638828e+00
1.4850000e+00,2.6619244e+00
1.4900000e+00,2.6599587e+00
1.4950000e+00,2.6579857e+00
1.5000000e+00,2.6560054e+00
1.5050000e+00,2.6540180e+00
1.5100000e+00,2.6520235e+00
1.5150000e+00,2.6500218e+00
1.5200000e+00,2.6480132e+00
1.5250000e+00,2.6459976e+00
1.5300000e+00,2.6439750e+00
1.5350000e+00,2.6419456e+00
1.5400000e+00,2.6399093e+00
1.5450000e+00,2.6378663e+00
1.5500000e+00,2.6358165e+00
1.5550000e+00,2.6337600e+00
1.5600000e+00,2.6316970e+00
1.5650000e+00,2.6296273e+00
1.5700000e+00,2.6275511e+00
1.5750000e+00,2.6254684e+00
1.5800000e+00,2.6233792e+00
1.5850000e+00,2.6212837e+00
1.5900000e+00,2.6191818e+00
1.5950000e+00,2.6170736e+00
1.6000000e+00,2.6149591e+00
1.6050000e+00,2.6128384e+00
1.6100000e+00,2.6107116e+00
1.6150000e+00,2.6085786e+00
1.6200000e+00,2.6064396e+00
1.6250000e+00,2.6042945e+00
1.6300000e+00,2.6021435e+00
1.6350000e+00,2.5999865e+00
1.6400000e+00,2.5978236e+00
1.6450000e+00,2.5956549e+00
1.6500000e+00,2.5934803e+00
1.6550000e+00,2.5913000e+00
1.6600000e+00,2.5891139e+00
1.6650000e+00,2.5869222e+00
1.6700000e+00,2.5847248e+00
1.6750000e+00,2.5825219e+00
1.6800000e+00,2.5803134e+00
1.6850000e+00,2.5780993e+00
1.6900000e+00,2.5758798e+00
1.6950000e+00,2.5736549e+00
1.7000000e+00,2.5714246e+00
1.7050000e+00,2.5691890e+00
1.7100000e+00,2.5669480e+00
1.7150000e+00,2.5647018e+00
1.7200000e+00,2.5624503e+00
1.7250000e+00,2.5601937e+00
1.7300000e+00,2.5579320e+00
1.7350000e+00,2.5556651e+00
1.7400000e+00,2.5533931e+00
1.7450000e+00,2.5511162e+00
1.7500000e+00,2.5488342e+00
1.7550000e+00,2.5465474e+00
1.7600000e+00,2.5442556e+00
1.7650000e+00,2.5419589e+00
1.7700000e+00,2.5396574e+00
1.7750000e+00,2.5373511e+00
1.7800000e+00,2.5350401e+00
1.7850000e+00,2.5327243e+00
1.7900000e+00,2.5304039e+00
1.7950000e+00,2.5280788e+00
1.8000000e+00,2.5257491e+00
1.8050000e+00,2.5234149e+00
1.8100000e+00,2.5210761e+00
1.8150000e+00,2.5187329e+00
1.8200000e+00,2.5163851e+00
1.8250000e+00,2.5140330e+00
1.8300000e+00,2.5116765e+00
1.8350000e+00,2.5093156e+00
1.8400000e+00,2.5069504e+00
1.8450000e+00,2.5045809e+00
1.8500000e+00,2.5022072e+00
1.8550000e+00,2.4998293e+00
1.8600000e+00,2.4974472e+00
1.8650000e+00,2.4950610e+00
1.8700000e+00,2.4926707e+00
1.8750000e+00,2.4902763e+00
1.8800000e+00,2.4878778e+00
1.8850000e+00,2.4854754e+00
1.8900000e+00,2.4830690e+00
1.8950000e+00,2.4806587e+00
1.9000000e+00,2.4782444e+00
1.9050000e+00,2.4758263e+00
1.9100000e+00,2.4734044e+00
1.9150000e+00,2.4709787e+00
1.9200000e+00,2.4685492e+00
1.9250000e+00,2.4661160e+00
1.9300000e+00,2.4636791e+00
1.9350000e+00,2.4612385e+00
1.9400000e+00,2.4587942e+00
1.9450000e+00,2.4563464e+00
1.9500000e+00,2.4538950e+00
1.9550000e+00,2.4514400e+00
1.9600000e+00,2.4489816e+00
1.9650000e+00,2.4465196e+00
1.9700000e+00,2.4440542e+00
1.9750000e+00,2.4415854e+00
1.9800000e+00,2.4391133e+00
1.9850000e+00,2.4366377e+00
1.9900000e+00,2.4341589e+00
1.9950000e+00,2.4316767e+00
2.0000000e+00,2.4291913e+00
2.0050000e+00,2.4267026e+00
2.0100000e+00,2.4242108e+00
2.0150000e+00,2.4217158e+00
2.0200000e+00,2.4192176e+00
2.0250000e+00,2.4167163e+00
2.0300000e+00,2.4142120e+00
2.0350000e+00,2.4117045e+00
2.0400000e+00,2.4091941e+00
2.0450000e+00,2.4066806e+00
2.0500000e+00,2.4041642e+00
2.0550000e+00,2.4016449e+00
2.0600000e+00,2.3991226e+00
2.0650000e+00,2.3965975e+00
2.0700000e+00,2.3940695e+00
2.0750000e+00,2.3915387e+00
2.0800000e+00,2.3890051e+00
2.0850000e+00,2.3864687e+00
2.0900000e+00,2.3839296e+00
2.0950000e+00,2.3813877e+00
2.1000000e+00,2.3788432e+00
2.1050000e+00,2.3762960e+00
2.1100000e+00,2.3737462e+00
2.1150000e+00,2.3711938e+00
2.1200000e+00,2.3686388e+00
2.1250000e+00,2.3660812e+00
2.1300000e+00,2.3635211e+00
2.1350000e+00,2.3609586e+00
2.1400000e+00,2.3583935e+00
2.1450000e+00,2.3558260e+00
2.1500000e+00,2.3532561e+00
2.1550000e+00,2.3506838e+00
2.1600000e+00,2.3481092e+00
2.1650000e+00,2.3455321e+00
2.1700000e+00,2.3429528e+00
2.1750000e+00,2.3403712e+00
2.1800000e+00,2.3377873e+00
2.1850000e+00,2.3352012e+00
2.1900000e+00,2.3326129e+00
2.1950000e+00,2.3300223e+00
2.2000000e+00,2.3274297e+00
2.2050000e+00,2.3248348e+00
2.2100000e+00,2.3222379e+00
2.2150000e+00,2.3196389e+00
2.2200000e+00,2.3170378e+00
2.2250000e+00,2.3144346e+00
2.2300000e+00,2.3118295e+00
2.2350000e+00,2.3092223e+00
2.2400000e+00,2.3066132e+00
2.2450000e+00,2.3040021e+00
2.2500000e+00,2.3013892e+00
2.2550000e+00,2.2987743e+00
2.2600000e+00,2.2961575e+00
2.2650000e+00,2.2935389e+00
2.2700000e+00,2.2909185e+00
2.2750000e+00,2.2882963e+00
2.2800000e+00,2.2856723e+00
2.2850000e+00,2.2830465e+00
2.2900000e+00,2.2804190e+00
2.2950000e+00,2.2777898e+00
2.3000000e+00,2.2751589e+00
2.3050000e+00,2.2725263e+00
2.3100000e+00,2.2698921e+00
2.3150000e+00,2.2672562e+00
2.3200000e+00,2.2646188e+00
2.3250000e+00,2.2619798e+00
2.3300000e+00,2.2593392e+00
2.3350000e+00,2.2566971e+00
2.3400000e+00,2.2540535e+00
2.3450000e+00,2.2514084e+00
2.3500000e+00,2.2487618e+00
2.3550000e+00,2.2461138e+00
2.3600000e+00,2.2434644e+00
2.3650000e+00,2.2408136e+00
2.3700000e+00,2.2381613e+00
2.3750000e+00,2.2355077e+00
2.3800000e+00,2.2328528e+00
2.3850000e+00,2.2301966e+00
2.3900000e+00,2.2275390e+00
2.3950000e+00,2.2248802e+00
2.4000000e+00,2.2222202e+00
2.4050000e+00,2.2195589e+00
2.4100000e+00,2.2168963e+00
2.4150000e+00,2.2142326e+00
2.4200000e+00,2.2115677e+00
2.4250000e+00,2.2089017e+00
2.4300000e+00,2.2062345e+00
2.4350000e+00,2.2035662e+00
2.4400000e+00,2.2008968e+00
2.4450000e+00,2.1982264e+00
2.4500000e+00,2.1955549e+00
2.4550000e+00,2.1928823e+00
2.4600000e+00,2.1902088e+00
2.4650000e+00,2.1875342e+00
2.4700000e+00,2.1848587e+00
2.4750000e+00,2.1821822e+00
2.4800000e+00,2.1795048e+00
2.4850000e+00,2.1768264e+00
2.4900000e+00,2.1741472e+00
2.4950000e+00,2.1714671e+00
2.5000000e+00,2.1687861e+00
2.5050000e+00,2.1661043e+00
2.5100000e+00,2.1634216e+00
2.5150000e+00,2.1607382e+00
2.5200000e+00,2.1580540e+00
2.5250000e+00,2.1553690e+00
2.5300000e+00,2.1526832e+00
2.5350000e+00,2.1499967e+00
2.5400000e+00,2.1473095e+00
2.5450000e+00,2.1446217e+00
2.5500000e+00,2.1419331e+00
2.5550000e+00,2.1392439e+00
2.5600000e+00,2.1365540e+00
2.5650000e+00,2.1338635e+00
2.5700000e+00,2.1311725e+00
2.5750000e+00,2.1284808e+00
2.5800000e+00,2.1257886e+00
2.5850000e+00,2.1230958e+00
2.5900000e+00,2.1204024e+00
2.5950000e+00,2.1177086e+00
2.6000000e+00,2.1150143e+00
2.6050000e+00,2.1123194e+00
2.6100000e+00,2.1096242e+00
2.6150000e+00,2.1069284e+00
2.6200000e+00,2.1042323e+00
2.6250000e+00,2.1015357e+00
2.6300000e+00,2.0988387e+00
2.6350000e+00,2.0961414e+00
2.6400000e+00,2.0934437e+00
2.6450000e+00,2.0907456e+00
2.6500000e+00,2.0880472e+00
2.6550000e+00,2.0853485e+00
2.6600000e+00,2.0826495e+00
2.6650000e+00,2.0799502e+00
2.6700000e+00,2.0772507e+00
2.6750000e+00,2.0745509e+00
2.6800000e+00,2.0718509e+00
2.6850000e+00,2.0691506e+00
2.6900000e+00,2.0664502e+00
2.6950000e+00,2.0637496e+00
2.7000000e+00,2.0610488e+00
2.7050000e+00,2.0583478e+00
2.7100000e+00,2.0556468e+00
2.7150000e+00,2.0529456e+00
2.7200000e+00,2.0502443e+00
2.7250000e+00,2.0475429e+00
2.7300000e+00,2.0448414e+00
2.7350000e+00,2.0421399e+00
2.7400000e+00,2.0394384e+00
2.7450000e+00,2.0367368e+00
2.7500000e+00,2.0340352e+00
2.7550000e+00,2.0313336e+00
2.7600000e+00,2.0286320e+00
2.7650000e+00,2.0259304e+00
2.7700000e+00,2.0232289e+00
2.7750000e+00,2.0205275e+00
2.7800000e+00,2.0178262e+00
2.7850000e+00,2.0151249e+00
2.7900000e+00,2.0124237e+00
2.7950000e+00,2.0097227e+00
2.8000000e+00,2.0070218e+00
2.8050000e+00,2.0043211e+00
2.8100000e+00,2.0016205e+00
2.8150000e+00,1.9989201e+00
2.8200000e+00,1.9962199e+00
2.8250000e+00,1.9935199e+00
2.8300000e+00,1.9908201e+00
2.8350000e+00,1.9881206e+00
2.8400000e+00,1.9854213e+00
2.8450000e+00,1.9827223e+00
2.8500000e+00,1.9800236e+00
2.8550000e+00,1.9773251e+00
2.8600000e+00,1.9746270e+00
2.8650000e+00,1.9719292e+00
2.8700000e+00,1.9692317e+00
2.8750000e+00,1.9665346e+00
2.8800000e+00,1.9638378e+00
2.8850000e+00,1.9611414e+00
2.8900000e+00,1.9584454e+00
2.8950000e+00,1.9557498e+00
2.9000000e+00,1.9530547e+00
2.9050000e+00,1.9503599e+00
2.9100000e+00,1.9476656e+00
2.9150000e+00,1.9449718e+00
2.9200000e+00,1.9422784e+00
2.9250000e+00,1.9395855e+00
2.9300000e+00,1.9368931e+00
2.9350000e+00,1.9342012e+00
2.9400000e+00,1.9315098e+00
2.9450000e+00,1.9288190e+00
2.9500000e+00,1.9261287e+00
2.9550000e+00,1.9234390e+00
2.9600000e+00,1.9207499e+00
2.9650000e+00,1.9180613e+00
2.9700000e+00,1.9153734e+00
2.9750000e+00,1.9126860e+00
2.9800000e+00,1.9099993e+00
2.9850000e+00,1.9073132e+00
2.9900000e+00,1.9046278e+00
2.9950000e+00,1.9019430e+00
3.0000000e+00,1.8992589e+00
3.0050000e+00,1.8965755e+00
3.0100000e+00,1.8938928e+00
3.0150000e+00,1.8912108e+00
3.0200000e+00,1.8885295e+00
3.0250000e+00,1.8858490e+00
3.0300000e+00,1.8831692e+00
3.0350000e+00,1.8804902e+00
3.0400000e+00,1.8778119e+00
3.0450000e+00,1.8751344e+00
3.0500000e+00,1.8724578e+00
3.0550000e+00,1.8697819e+00
3.0600000e+00,1.8671069e+00
3.0650000e+00,1.8644326e+00
3.0700000e+00,1.8617593e+00
3.0750000e+00,1.8590867e+00
3.0800000e+00,1.8564151e+00
3.0850000e+00,1.8537443e+00
3.0900000e+00,1.8510744e+00
3.0950000e+00,1.8484055e+00
3.1000000e+00,1.8457374e+00
3.1050000e+00,1.8430702e+00
3.1100000e+00,1.8404040e+00
3.1150000e+00,1.8377388e+00
3.1200000e+00,1.8350745e+00
3.1250000e+00,1.8324111e+00
3.1300000e+00,1.8297488e+00
3.1350000e+00,1.8270874e+00
3.1400000e+00,1.8244270e+00
3.1450000e+00,1.8217677e+00
3.1500000e+00,1.8191094e+00
3.1550000e+00,1.8164521e+00
3.1600000e+00,1.8137958e+00
3.1650000e+00,1.8111407e+00
3.1700000e+00,1.8084865e+00
3.1750000e+00,1.8058335e+00
3.1800000e+00,1.8031816e+00
3.1850000e+00,1.8005307e+00
3.1900000e+00,1.7978810e+00
3.1950000e+00,1.7952324e+00
3.2000000e+00,1.7925849e+00
3.2050000e+00,1.7899385e+00
3.2100000e+00,1.7872934e+00
3.2150000e+00,1.7846493e+00
3.2200000e+00,1.7820065e+00
3.2250000e+00,1.7793648e+00
3.2300000e+00,1.7767244e+00
3.2350000e+00,1.7740851e+00
3.2400000e+00,1.7714471e+00
3.2450000e+00,1.7688102e+00
3.2500000e+00,1.7661747e+00
3.2550000e+00,1.7635403e+00
3.2600000e+00,1.7609072e+00
3.2650000e+00,1.7582754e+00
3.2700000e+00,1.7556449e+00
3.2750000e+00,1.7530156e+00
3.2800000e+00,1.7503877e+00
3.2850000e+00,1.7477610e+00
3.2900000e+00,1.7451357e+00
3.2950000e+00,1.7425117e+00
3.3000000e+00,1.7398890e+00
3.3050000e+00,1.7372677e+00
3.3100000e+00,1.7346477e+00
3.3150000e+00,1.7320291e+00
3.3200000e+00,1.7294119e+00
3.3250000e+00,1.7267960e+00
3.3300000e+00,1.7241816e+00
3.3350000e+00,1.7215685e+00
3.3400000e+00,1.7189569e+00
3.3450000e+00,1.7163467e+00
3.3500000e+00,1.7137379e+00
3.3550000e+00,1.7111306e+00
3.3600000e+00,1.7085247e+00
3.3650000e+00,1.7059202e+00
3.3700000e+00,1.7033173e+00
3.3750000e+00,1.7007158e+00
3.3800000e+00,1.6981158e+00
3.3850000e+00,1.6955173e+00
3.3900000e+00,1.6929203e+00
3.3950000e+00,1.6903248e+00
3.4000000e+00,1.6877309e+00
3.4050000e+00,1.6851384e+00
3.4100000e+00,1.6825476e+00
3.4150000e+00,1.6799582e+00
3.4200000e+00,1.6773705e+00
3.4250000e+00,1.6747843e+00
3.4300000e+00,1.6721996e+00
3.4350000e+00,1.6696166e+00
3.4400000e+00,1.6670352e+00
3.4450000e+00,1.6644553e+00
3.4500000e+00,1.6618771e+00
3.4550000e+00,1.6593005e+00
3.4600000e+00,1.6567255e+00
3.4650000e+00,1.6541522e+00
3.4700000e+00,1.6515805e+00
3.4750000e+00,1.6490105e+00
3.4800000e+00,1.6464421e+00
3.4850000e+00,1.6438754e+00
3.4900000e+00,1.6413104e+00
3.4950000e+00,1.6387471e+00
3.5000000e+00,1.6361855e+00
3.5050000e+00,1.6336256e+00
3.5100000e+00,1.6310674e+00
3.5150000e+00,1.6285109e+00
3.5200000e+00,1.6259561e+00
3.5250000e+00,1.6234031e+00
3.5300000e+00,1.6208519e+00
3.5350000e+00,1.6183024e+00
3.5400000e+00,1.6157547e+00
3.5450000e+00,1.6132087e+00
3.5500000e+00,1.6106645e+00
3.5550000e+00,1.6081221e+00
3.5600000e+00,1.6055815e+00
3.5650000e+00,1.6030428e+00
3.5700000e+00,1.6005058e+00
3.5750000e+00,1.5979706e+00
3.5800000e+00,1.5954373e+00
3.5850000e+00,1.5929058e+00
3.5900000e+00,1.5903762e+00
3.5950000e+00,1.5878484e+00
3.6000000e+00,1.5853225e+00
3.6050000e+00,1.5827984e+00
3.6100000e+00,1.5802762e+00
3.6150000e+00,1.5777559e+00
3.6200000e+00,1.5752375e+00
3.6250000e+00,1.5727210e+00
3.6300000e+00,1.5702064e+00
3.6350000e+00,1.5676937e+00
3.6400000e+00,1.5651830e+00
3.6450000e+00,1.5626742e+00
3.6500000e+00,1.5601673e+00
3.6550000e+00,1.5576623e+00
3.6600000e+00,1.5551593e+00
3.6650000e+00,1.5526583e+00
3.6700000e+00,1.5501592e+00
3.6750000e+00,1.5476621e+00
3.6800000e+00,1.5451670e+00
3.6850000e+00,1.5426739e+00
3.6900000e+00,1.5401827e+00
3.6950000e+00,1.5376936e+00
3.7000000e+00,1.5352065e+00
3.7050000e+00,1.5327214e+00
3.7100000e+00,1.5302384e+00
3.7150000e+00,1.5277573e+00
3.7200000e+00,1.5252783e+00
3.7250000e+00,1.5228014e+00
3.7300000e+00,1.5203265e+00
3.7350000e+00,1.5178537e+00
3.7400000e+00,1.5153829e+00
3.7450000e+00,1.5129142e+00
3.7500000e+00,1.5104476e+00
3.7550000e+00,1.5079831e+00
3.7600000e+00,1.5055207e+00
3.7650000e+00,1.5030604e+00
3.7700000e+00,1.5006022e+00
3.7750000e+00,1.4981461e+00
3.7800000e+00,1.4956921e+00
3.7850000e+00,1.4932403e+00
3.7900000e+00,1.4907906e+00
3.7950000e+00,1.4883431e+00
3.8000000e+00,1.4858977e+00
3.8050000e+00,1.4834544e+00
3.8100000e+00,1.4810134e+00
3.8150000e+00,1.4785745e+00
3.8200000e+00,1.4761378e+00
3.8250000e+00,1.4737032e+00
3.8300000e+00,1.4712709e+00
3.8350000e+00,1.4688407e+00
3.8400000e+00,1.4664128e+00
3.8450000e+00,1.4639871e+00
3.8500000e+00,1.4615635e+00
3.8550000e+00,1.4591423e+00
3.8600000e+00,1.4567232e+00
3.8650000e+00,1.4543064e+00
3.8700000e+00,1.4518918e+00
3.8750000e+00,1.4494795e+00
