x,lam0n(x)
4.1500000e-01,7.2055516e+00
4.2000000e-01,7.2303353e+00
4.2500000e-01,7.2550946e+00
4.3000000e-01,7.2798295e+00
4.3500000e-01,7.3045400e+00
4.4000000e-01,7.3292261e+00
4.4500000e-01,7.3538878e+00
4.5000000e-01,7.3785250e+00
4.5500000e-01,7.4031379e+00
4.6000000e-01,7.4277263e+00
4.6500000e-01,7.4522904e+00
4.7000000e-01,7.4768300e+00
4.7500000e-01,7.5013452e+00
4.8000000e-01,7.5258360e+00
4.8500000e-01,7.5503024e+00
4.9000000e-01,7.5747444e+00
4.9500000e-01,7.5991620e+00
5.0000000e-01,7.6235552e+00
5.0500000e-01,7.6479239e+00
5.1000000e-01,7.6722683e+00
5.1500000e-01,7.6965882e+00
5.2000000e-01,7.7208838e+00
5.2500000e-01,7.7451549e+00
5.3000000e-01,7.7694016e+00
5.3500000e-01,7.7936239e+00
5.4000000e-01,7.8178218e+00
5.4500000e-01,7.8419953e+00
5.5000000e-01,7.8661444e+00
5.5500000e-01,7.8902691e+00
5.6000000e-01,7.9143693e+00
5.6500000e-01,7.9384452e+00
5.7000000e-01,7.9624966e+00
5.7500000e-01,7.9865237e+00
5.8000000e-01,8.0105263e+00
5.8500000e-01,8.0345045e+00
5.9000000e-01,8.0584583e+00
5.9500000e-01,8.0823877e+00
6.0000000e-01,8.1062927e+00
6.0500000e-01,8.1301733e+00
6.1000000e-01,8.1540295e+00
6.1500000e-01,8.1778612e+00
6.2000000e-01,8.2016686e+00
6.2500000e-01,8.2254515e+00
6.3000000e-01,8.2492101e+00
6.3500000e-01,8.2729442e+00
6.4000000e-01,8.2966539e+00
6.4500000e-01,8.3203392e+00
6.5000000e-01,8.3440001e+00
6.5500000e-01,8.3676366e+00
6.6000000e-01,8.3912487e+00
6.6500000e-01,8.4148364e+00
6.7000000e-01,8.4383996e+00
6.7500000e-01,8.4619385e+00
6.8000000e-01,8.4854529e+00
6.8500000e-01,8.5089430e+00
6.9000000e-01,8.5324086e+00
6.9500000e-01,8.5558498e+00
7.0000000e-01,8.5792666e+00
7.0500000e-01,8.6026590e+00
7.1000000e-01,8.6260270e+00
7.1500000e-01,8.6493706e+00
7.2000000e-01,8.6726898e+00
7.2500000e-01,8.6959845e+00
7.3000000e-01,8.7192549e+00
7.3500000e-01,8.7425008e+00
7.4000000e-01,8.7657224e+00
7.4500000e-01,8.7889195e+00
7.5000000e-01,8.8120922e+00
7.5500000e-01,8.8352405e+00
7.6000000e-01,8.8583644e+00
7.6500000e-01,8.8814639e+00
7.7000000e-01,8.9045390e+00
7.7500000e-01,8.9275897e+00
7.8000000e-01,8.9506159e+00
7.8500000e-01,8.9736178e+00
7.9000000e-01,8.9965952e+00
7.9500000e-01,9.0195483e+00
8.0000000e-01,9.0424769e+00
8.0500000e-01,9.0653811e+00
8.1000000e-01,9.0882609e+00
8.1500000e-01,9.1111163e+00
8.2000000e-01,9.1339473e+00
8.2500000e-01,9.1567539e+00
8.3000000e-01,9.1795361e+00
8.3500000e-01,9.2022938e+00
8.4000000e-01,9.2250272e+00
8.4500000e-01,9.2477361e+00
8.5000000e-01,9.2704207e+00
8.5500000e-01,9.2930808e+00
8.6000000e-01,9.3157165e+00
8.6500000e-01,9.3383278e+00
8.7000000e-01,9.3609147e+00
8.7500000e-01,9.3834772e+00
8.8000000e-01,9.4060153e+00
8.8500000e-01,9.4285290e+00
8.9000000e-01,9.4510182e+00
8.9500000e-01,9.4734831e+00
9.0000000e-01,9.4959235e+00
9.0500000e-01,9.5183396e+00
9.1000000e-01,9.5407312e+00
9.1500000e-01,9.5630984e+00
9.2000000e-01,9.5854412e+00
9.2500000e-01,9.6077596e+00
9.3000000e-01,9.6300536e+00
9.3500000e-01,9.6523232e+00
9.4000000e-01,9.6745684e+00
9.4500000e-01,9.6967891e+00
9.5000000e-01,9.7189855e+00
9.5500000e-01,9.7411574e+00
9.6000000e-01,9.7633050e+00
9.6500000e-01,9.7854281e+00
9.7000000e-01,9.8075268e+00
9.7500000e-01,9.8296011e+00
9.8000000e-01,9.8516510e+00
9.8500000e-01,9.8736765e+00
9.9000000e-01,9.8956776e+00
9.9500000e-01,9.9176543e+00
1.0000000e+00,9.9396065e+00
1.0050000e+00,9.9615344e+00
1.0100000e+00,9.9834378e+00
1.0150000e+00,1.0005317e+01
1.0200000e+00,1.0027172e+01
1.0250000e+00,1.0049002e+01
1.0300000e+00,1.0070808e+01
1.0350000e+00,1.0092589e+01
1.0400000e+00,1.0114346e+01
1.0450000e+00,1.0136079e+01
1.0500000e+00,1.0157787e+01
1.0550000e+00,1.0179470e+01
1.0600000e+00,1.0201130e+01
1.0650000e+00,1.0222765e+01
1.0700000e+00,1.0244375e+01
1.0750000e+00,1.0265961e+01
1.0800000e+00,1.0287523e+01
1.0850000e+00,1.0309060e+01
1.0900000e+00,1.0330573e+01
1.0950000e+00,1.0352062e+01
1.1000000e+00,1.0373526e+01
1.1050000e+00,1.0394966e+01
1.1100000e+00,1.0416381e+01
1.1150000e+00,1.0437772e+01
1.1200000e+00,1.0459138e+01
1.1250000e+00,1.0480480e+01
1.1300000e+00,1.0501798e+01
1.1350000e+00,1.0523091e+01
1.1400000e+00,1.0544360e+01
1.1450000e+00,1.0565604e+01
1.1500000e+00,1.0586824e+01
1.1550000e+00,1.0608020e+01
1.1600000e+00,1.0629191e+01
1.1650000e+00,1.0650338e+01
1.1700000e+00,1.0671460e+01
1.1750000e+00,1.0692558e+01
1.1800000e+00,1.0713632e+01
1.1850000e+00,1.0734681e+01
1.1900000e+00,1.0755705e+01
1.1950000e+00,1.0776706e+01
1.2000000e+00,1.0797682e+01
1.2050000e+00,1.0818633e+01
1.2100000e+00,1.0839560e+01
1.2150000e+00,1.0860463e+01
1.2200000e+00,1.0881341e+01
1.2250000e+00,1.0902195e+01
1.2300000e+00,1.0923024e+01
1.2350000e+00,1.0943830e+01
1.2400000e+00,1.0964610e+01
1.2450000e+00,1.0985366e+01
1.2500000e+00,1.1006098e+01
1.2550000e+00,1.1026806e+01
1.2600000e+00,1.1047489e+01
1.2650000e+00,1.1068147e+01
1.2700000e+00,1.1088781e+01
1.2750000e+00,1.1109391e+01
1.2800000e+00,1.1129976e+01
1.2850000e+00,1.1150537e+01
1.2900000e+00,1.1171074e+01
1.2950000e+00,1.1191586e+01
1.3000000e+00,1.1212074e+01
1.3050000e+00,1.1232537e+01
1.3100000e+00,1.1252976e+01
1.3150000e+00,1.1273390e+01
1.3200000e+00,1.1293781e+01
1.3250000e+00,1.1314146e+01
1.3300000e+00,1.1334488e+01
1.3350000e+00,1.1354804e+01
1.3400000e+00,1.1375097e+01
1.3450000e+00,1.1395365e+01
1.3500000e+00,1.1415608e+01
1.3550000e+00,1.1435828e+01
1.3600000e+00,1.1456023e+01
1.3650000e+00,1.1476193e+01
1.3700000e+00,1.1496339e+01
1.3750000e+00,1.1516460e+01
1.3800000e+00,1.1536558e+01
1.3850000e+00,1.1556630e+01
1.3900000e+00,1.1576679e+01
1.3950000e+00,1.1596703e+01
1.4000000e+00,1.1616702e+01
1.4050000e+00,1.1636677e+01
1.4100000e+00,1.1656628e+01
1.4150000e+00,1.1676554e+01
1.4200000e+00,1.1696456e+01
1.4250000e+00,1.1716334e+01
1.4300000e+00,1.1736187e+01
1.4350000e+00,1.1756016e+01
1.4400000e+00,1.1775820e+01
1.4450000e+00,1.1795600e+01
1.4500000e+00,1.1815355e+01
1.4550000e+00,1.1835086e+01
1.4600000e+00,1.1854793e+01
1.4650000e+00,1.1874475e+01
1.4700000e+00,1.1894133e+01
1.4750000e+00,1.1913766e+01
1.4800000e+00,1.1933375e+01
1.4850000e+00,1.1952960e+01
1.4900000e+00,1.1972520e+01
1.4950000e+00,1.1992056e+01
1.5000000e+00,1.2011567e+01
1.5050000e+00,1.2031054e+01
1.5100000e+00,1.2050517e+01
1.5150000e+00,1.2069955e+01
1.5200000e+00,1.2089368e+01
1.5250000e+00,1.2108758e+01
1.5300000e+00,1.2128123e+01
1.5350000e+00,1.2147463e+01
1.5400000e+00,1.2166779e+01
1.5450000e+00,1.2186071e+01
1.5500000e+00,1.2205338e+01
1.5550000e+00,1.2224581e+01
1.5600000e+00,1.2243799e+01
1.5650000e+00,1.2262994e+01
1.5700000e+00,1.2282163e+01
1.5750000e+00,1.2301308e+01
1.5800000e+00,1.2320429e+01
1.5850000e+00,1.2339526e+01
1.5900000e+00,1.2358598e+01
1.5950000e+00,1.2377645e+01
1.6000000e+00,1.2396668e+01
1.6050000e+00,1.2415667e+01
1.6100000e+00,1.2434641e+01
1.6150000e+00,1.2453591e+01
1.6200000e+00,1.2472517e+01
1.6250000e+00,1.2491418e+01
1.6300000e+00,1.2510295e+01
1.6350000e+00,1.2529147e+01
1.6400000e+00,1.2547975e+01
1.6450000e+00,1.2566779e+01
1.6500000e+00,1.2585558e+01
1.6550000e+00,1.2604312e+01
1.6600000e+00,1.2623043e+01
1.6650000e+00,1.2641748e+01
1.6700000e+00,1.2660430e+01
1.6750000e+00,1.2679087e+01
1.6800000e+00,1.2697720e+01
1.6850000e+00,1.2716328e+01
1.6900000e+00,1.2734912e+01
1.6950000e+00,1.2753471e+01
1.7000000e+00,1.2772006e+01
1.7050000e+00,1.2790517e+01
1.7100000e+00,1.2809003e+01
1.7150000e+00,1.2827464e+01
1.7200000e+00,1.2845902e+01
1.7250000e+00,1.2864315e+01
1.7300000e+00,1.2882703e+01
1.7350000e+00,1.2901067e+01
1.7400000e+00,1.2919407e+01
1.7450000e+00,1.2937722e+01
1.7500000e+00,1.2956013e+01
1.7550000e+00,1.2974280e+01
1.7600000e+00,1.2992522e+01
1.7650000e+00,1.3010740e+01
1.7700000e+00,1.3028933e+01
1.7750000e+00,1.3047102e+01
1.7800000e+00,1.3065246e+01
1.7850000e+00,1.3083366e+01
1.7900000e+00,1.3101462e+01
1.7950000e+00,1.3119533e+01
1.8000000e+00,1.3137580e+01
1.8050000e+00,1.3155602e+01
1.8100000e+00,1.3173600e+01
1.8150000e+00,1.3191574e+01
1.8200000e+00,1.3209523e+01
1.8250000e+00,1.3227448e+01
1.8300000e+00,1.3245348e+01
1.8350000e+00,1.3263224e+01
1.8400000e+00,1.3281076e+01
1.8450000e+00,1.3298903e+01
1.8500000e+00,1.3316705e+01
1.8550000e+00,1.3334484e+01
1.8600000e+00,1.3352238e+01
1.8650000e+00,1.3369967e+01
1.8700000e+00,1.3387672e+01
1.8750000e+00,1.3405353e+01
1.8800000e+00,1.3423009e+01
1.8850000e+00,1.3440641e+01
1.8900000e+00,1.3458249e+01
1.8950000e+00,1.3475832e+01
1.9000000e+00,1.3493390e+01
1.9050000e+00,1.3510924e+01
1.9100000e+00,1.3528434e+01
1.9150000e+00,1.3545920e+01
1.9200000e+00,1.3563381e+01
1.9250000e+00,1.3580817e+01
1.9300000e+00,1.3598229e+01
1.9350000e+00,1.3615617e+01
1.9400000e+00,1.3632981e+01
1.9450000e+00,1.3650319e+01
1.9500000e+00,1.3667634e+01
1.9550000e+00,1.3684924e+01
1.9600000e+00,1.3702190e+01
1.9650000e+00,1.3719431e+01
1.9700000e+00,1.3736648e+01
1.9750000e+00,1.3753841e+01
1.9800000e+00,1.3771009e+01
1.9850000e+00,1.3788152e+01
1.9900000e+00,1.3805272e+01
1.9950000e+00,1.3822366e+01
2.0000000e+00,1.3839437e+01
2.0050000e+00,1.3856483e+01
2.0100000e+00,1.3873505e+01
2.0150000e+00,1.3890502e+01
2.0200000e+00,1.3907475e+01
2.0250000e+00,1.3924423e+01
2.0300000e+00,1.3941347e+01
2.0350000e+00,1.3958247e+01
2.0400000e+00,1.3975122e+01
2.0450000e+00,1.3991973e+01
2.0500000e+00,1.4008799e+01
2.0550000e+00,1.4025601e+01
2.0600000e+00,1.4042378e+01
2.0650000e+00,1.4059131e+01
2.0700000e+00,1.4075860e+01
2.0750000e+00,1.4092565e+01
2.0800000e+00,1.4109244e+01
2.0850000e+00,1.4125900e+01
2.0900000e+00,1.4142531e+01
2.0950000e+00,1.4159138e+01
2.1000000e+00,1.4175720e+01
2.1050000e+00,1.4192278e+01
2.1100000e+00,1.4208811e+01
2.1150000e+00,1.4225320e+01
2.1200000e+00,1.4241805e+01
2.1250000e+00,1.4258265e+01
2.1300000e+00,1.4274701e+01
2.1350000e+00,1.4291112e+01
2.1400000e+00,1.4307499e+01
2.1450000e+00,1.4323862e+01
2.1500000e+00,1.4340200e+01
2.1550000e+00,1.4356514e+01
2.1600000e+00,1.4372803e+01
2.1650000e+00,1.4389068e+01
2.1700000e+00,1.4405309e+01
2.1750000e+00,1.4421525e+01
2.1800000e+00,1.4437717e+01
2.1850000e+00,1.4453884e+01
2.1900000e+00,1.4470027e+01
2.1950000e+00,1.4486145e+01
2.2000000e+00,1.4502239e+01
2.2050000e+00,1.4518309e+01
2.2100000e+00,1.4534354e+01
2.2150000e+00,1.4550375e+01
2.2200000e+00,1.4566372e+01
2.2250000e+00,1.4582344e+01
2.2300000e+00,1.4598291e+01
2.2350000e+00,1.4614215e+01
2.2400000e+00,1.4630113e+01
2.2450000e+00,1.4645988e+01
2.2500000e+00,1.4661838e+01
2.2550000e+00,1.4677663e+01
2.2600000e+00,1.4693464e+01
2.2650000e+00,1.4709241e+01
2.2700000e+00,1.4724994e+01
2.2750000e+00,1.4740722e+01
2.2800000e+00,1.4756425e+01
2.2850000e+00,1.4772104e+01
2.2900000e+00,1.4787759e+01
2.2950000e+00,1.4803389e+01
2.3000000e+00,1.4818995e+01
2.3050000e+00,1.4834577e+01
2.3100000e+00,1.4850134e+01
2.3150000e+00,1.4865666e+01
2.3200000e+00,1.4881175e+01
2.3250000e+00,1.4896659e+01
2.3300000e+00,1.4912118e+01
2.3350000e+00,1.4927553e+01
2.3400000e+00,1.4942964e+01
2.3450000e+00,1.4958350e+01
2.3500000e+00,1.4973712e+01
2.3550000e+00,1.4989049e+01
2.3600000e+00,1.5004362e+01
2.3650000e+00,1.5019651e+01
2.3700000e+00,1.5034915e+01
2.3750000e+00,1.5050155e+01
2.3800000e+00,1.5065370e+01
2.3850000e+00,1.5080561e+01
2.3900000e+00,1.5095727e+01
2.3950000e+00,1.5110870e+01
2.4000000e+00,1.5125987e+01
2.4050000e+00,1.5141081e+01
2.4100000e+00,1.5156150e+01
2.4150000e+00,1.5171194e+01
2.4200000e+00,1.5186214e+01
2.4250000e+00,1.5201210e+01
2.4300000e+00,1.5216181e+01
2.4350000e+00,1.5231128e+01
2.4400000e+00,1.5246050e+01
2.4450000e+00,1.5260948e+01
2.4500000e+00,1.5275822e+01
2.4550000e+00,1.5290671e+01
2.4600000e+00,1.5305496e+01
2.4650000e+00,1.5320296e+01
2.4700000e+00,1.5335072e+01
2.4750000e+00,1.5349824e+01
2.4800000e+00,1.5364551e+01
2.4850000e+00,1.5379254e+01
2.4900000e+00,1.5393932e+01
2.4950000e+00,1.5408586e+01
2.5000000e+00,1.5423216e+01
2.5050000e+00,1.5437821e+01
2.5100000e+00,1.5452402e+01
2.5150000e+00,1.5466958e+01
2.5200000e+00,1.5481490e+01
2.5250000e+00,1.5495997e+01
2.5300000e+00,1.5510481e+01
2.5350000e+00,1.5524939e+01
2.5400000e+00,1.5539373e+01
2.5450000e+00,1.5553783e+01
2.5500000e+00,1.5568169e+01
2.5550000e+00,1.5582530e+01
2.5600000e+00,1.5596866e+01
2.5650000e+00,1.5611179e+01
2.5700000e+00,1.5625466e+01
2.5750000e+00,1.5639730e+01
2.5800000e+00,1.5653969e+01
2.5850000e+00,1.5668183e+01
2.5900000e+00,1.5682374e+01
2.5950000e+00,1.5696539e+01
2.6000000e+00,1.5710681e+01
2.6050000e+00,1.5724798e+01
2.6100000e+00,1.5738890e+01
2.6150000e+00,1.5752958e+01
2.6200000e+00,1.5767002e+01
2.6250000e+00,1.5781021e+01
2.6300000e+00,1.5795016e+01
2.6350000e+00,1.5808987e+01
2.6400000e+00,1.5822933e+01
2.6450000e+00,1.5836855e+01
2.6500000e+00,1.5850752e+01
2.6550000e+00,1.5864625e+01
2.6600000e+00,1.5878473e+01
2.6650000e+00,1.5892297e+01
2.6700000e+00,1.5906097e+01
2.6750000e+00,1.5919872e+01
2.6800000e+00,1.5933623e+01
2.6850000e+00,1.5947349e+01
2.6900000e+00,1.5961051e+01
2.6950000e+00,1.5974729e+01
2.7000000e+00,1.5988382e+01
2.7050000e+00,1.6002011e+01
2.7100000e+00,1.6015615e+01
2.7150000e+00,1.6029195e+01
2.7200000e+00,1.6042751e+01
2.7250000e+00,1.6056282e+01
2.7300000e+00,1.6069788e+01
2.7350000e+00,1.6083271e+01
2.7400000e+00,1.6096729e+01
2.7450000e+00,1.6110162e+01
2.7500000e+00,1.6123571e+01
2.7550000e+00,1.6136956e+01
2.7600000e+00,1.6150316e+01
2.7650000e+00,1.6163652e+01
2.7700000e+00,1.6176964e+01
2.7750000e+00,1.6190251e+01
2.7800000e+00,1.6203513e+01
2.7850000e+00,1.6216751e+01
2.7900000e+00,1.6229965e+01
2.7950000e+00,1.6243155e+01
2.8000000e+00,1.6256320e+01
2.8050000e+00,1.6269460e+01
2.8100000e+00,1.6282576e+01
2.8150000e+00,1.6295668e+01
2.8200000e+00,1.6308736e+01
2.8250000e+00,1.6321779e+01
2.8300000e+00,1.6334797e+01
2.8350000e+00,1.6347791e+01
2.8400000e+00,1.6360761e+01
2.8450000e+00,1.6373706e+01
2.8500000e+00,1.6386627e+01
2.8550000e+00,1.6399524e+01
2.8600000e+00,1.6412396e+01
2.8650000e+00,1.6425243e+01
2.8700000e+00,1.6438067e+01
2.8750000e+00,1.6450866e+01
2.8800000e+00,1.6463640e+01
2.8850000e+00,1.6476390e+01
2.8900000e+00,1.6489116e+01
2.8950000e+00,1.6501817e+01
2.9000000e+00,1.6514494e+01
2.9050000e+00,1.6527146e+01
2.9100000e+00,1.6539774e+01
2.9150000e+00,1.6552378e+01
2.9200000e+00,1.6564957e+01
2.9250000e+00,1.6577512e+01
2.9300000e+00,1.6590042e+01
2.9350000e+00,1.6602548e+01
2.9400000e+00,1.6615029e+01
2.9450000e+00,1.6627487e+01
2.9500000e+00,1.6639919e+01
2.9550000e+00,1.6652328e+01
2.9600000e+00,1.6664712e+01
2.9650000e+00,1.6677071e+01
2.9700000e+00,1.6689406e+01
2.9750000e+00,1.6701717e+01
2.9800000e+00,1.6714003e+01
2.9850000e+00,1.6726265e+01
2.9900000e+00,1.6738502e+01
2.9950000e+00,1.6750715e+01
3.0000000e+00,1.6762904e+01
3.0050000e+00,1.6775068e+01
3.0100000e+00,1.6787208e+01
3.0150000e+00,1.6799323e+01
3.0200000e+00,1.6811414e+01
3.0250000e+00,1.6823481e+01
3.0300000e+00,1.6835523e+01
3.0350000e+00,1.6847541e+01
3.0400000e+00,1.6859534e+01
3.0450000e+00,1.6871503e+01
3.0500000e+00,1.6883448e+01
3.0550000e+00,1.6895368e+01
3.0600000e+00,1.6907264e+01
3.0650000e+00,1.6919135e+01
3.0700000e+00,1.6930982e+01
3.0750000e+00,1.6942804e+01
3.0800000e+00,1.6954603e+01
3.0850000e+00,1.6966376e+01
3.0900000e+00,1.6978125e+01
3.0950000e+00,1.6989850e+01
3.1000000e+00,1.7001551e+01
3.1050000e+00,1.7013227e+01
3.1100000e+00,1.7024878e+01
3.1150000e+00,1.7036506e+01
3.1200000e+00,1.7048108e+01
3.1250000e+00,1.7059687e+01
3.1300000e+00,1.7071241e+01
3.1350000e+00,1.7082770e+01
3.1400000e+00,1.7094276e+01
3.1450000e+00,1.7105756e+01
3.1500000e+00,1.7117213e+01
3.1550000e+00,1.7128645e+01
3.1600000e+00,1.7140052e+01
3.1650000e+00,1.7151435e+01
3.1700000e+00,1.7162794e+01
3.1750000e+00,1.7174128e+01
3.1800000e+00,1.7185438e+01
3.1850000e+00,1.7196724e+01
3.1900000e+00,1.7207985e+01
3.1950000e+00,1.7219222e+01
3.2000000e+00,1.7230434e+01
3.2050000e+00,1.7241622e+01
3.2100000e+00,1.7252785e+01
3.2150000e+00,1.7263924e+01
3.2200000e+00,1.7275039e+01
3.2250000e+00,1.7286129e+01
3.2300000e+00,1.7297195e+01
3.2350000e+00,1.7308236e+01
3.2400000e+00,1.7319253e+01
3.2450000e+00,1.7330246e+01
3.2500000e+00,1.7341214e+01
3.2550000e+00,1.7352158e+01
3.2600000e+00,1.7363077e+01
3.2650000e+00,1.7373972e+01
3.2700000e+00,1.7384843e+01
3.2750000e+00,1.7395689e+01
3.2800000e+00,1.7406511e+01
3.2850000e+00,1.7417308e+01
3.2900000e+00,1.7428081e+01
3.2950000e+00,1.7438829e+01
3.3000000e+00,1.7449553e+01
3.3050000e+00,1.7460253e+01
3.3100000e+00,1.7470928e+01
3.3150000e+00,1.7481579e+01
3.3200000e+00,1.7492206e+01
3.3250000e+00,1.7502808e+01
3.3300000e+00,1.7513385e+01
3.3350000e+00,1.7523939e+01
3.3400000e+00,1.7534467e+01
3.3450000e+00,1.7544972e+01
3.3500000e+00,1.7555452e+01
3.3550000e+00,1.7565907e+01
3.3600000e+00,1.7576338e+01
3.3650000e+00,1.7586745e+01
3.3700000e+00,1.7597128e+01
3.3750000e+00,1.7607486e+01
3.3800000e+00,1.7617819e+01
3.3850000e+00,1.7628128e+01
3.3900000e+00,1.7638413e+01
3.3950000e+00,1.7648673e+01
3.4000000e+00,1.7658909e+01
3.4050000e+00,1.7669121e+01
3.4100000e+00,1.7679308e+01
3.4150000e+00,1.7689470e+01
3.4200000e+00,1.7699609e+01
3.4250000e+00,1.7709723e+01
3.4300000e+00,1.7719812e+01
3.4350000e+00,1.7729877e+01
3.4400000e+00,1.7739918e+01
3.4450000e+00,1.7749934e+01
3.4500000e+00,1.7759926e+01
3.4550000e+00,1.7769893e+01
3.4600000e+00,1.7779836e+01
3.4650000e+00,1.7789755e+01
3.4700000e+00,1.7799649e+01
3.4750000e+00,1.7809519e+01
3.4800000e+00,1.7819364e+01
3.4850000e+00,1.7829185e+01
3.4900000e+00,1.7838982e+01
3.4950000e+00,1.7848754e+01
3.5000000e+00,1.7858501e+01
3.5050000e+00,1.7868225e+01
3.5100000e+00,1.7877924e+01
3.5150000e+00,1.7887598e+01
3.5200000e+00,1.7897248e+01
3.5250000e+00,1.7906874e+01
3.5300000e+00,1.7916475e+01
3.5350000e+00,1.7926052e+01
3.5400000e+00,1.7935604e+01
3.5450000e+00,1.7945133e+01
3.5500000e+00,1.7954636e+01
3.5550000e+00,1.7964115e+01
3.5600000e+00,1.7973570e+01
3.5650000e+00,1.7983001e+01
3.5700000e+00,1.7992407e+01
3.5750000e+00,1.8001788e+01
3.5800000e+00,1.8011145e+01
3.5850000e+00,1.8020478e+01
3.5900000e+00,1.8029786e+01
3.5950000e+00,1.8039070e+01
3.6000000e+00,1.8048330e+01
3.6050000e+00,1.8057565e+01
3.6100000e+00,1.8066776e+01
3.6150000e+00,1.8075962e+01
3.6200000e+00,1.8085124e+01
3.6250000e+00,1.8094262e+01
3.6300000e+00,1.8103375e+01
3.6350000e+00,1.8112463e+01
3.6400000e+00,1.8121528e+01
3.6450000e+00,1.8130567e+01
3.6500000e+00,1.8139583e+01
3.6550000e+00,1.8148574e+01
3.6600000e+00,1.8157541e+01
3.6650000e+00,1.8166483e+01
3.6700000e+00,1.8175401e+01
3.6750000e+00,1.8184294e+01
3.6800000e+00,1.8193163e+01
3.6850000e+00,1.8202008e+01
3.6900000e+00,1.8210828e+01
3.6950000e+00,1.8219624e+01
3.7000000e+00,1.8228395e+01
3.7050000e+00,1.8237142e+01
3.7100000e+00,1.8245864e+01
3.7150000e+00,1.8254563e+01
3.7200000e+00,1.8263236e+01
3.7250000e+00,1.8271886e+01
3.7300000e+00,1.8280510e+01
3.7350000e+00,1.8289111e+01
3.7400000e+00,1.8297687e+01
3.7450000e+00,1.8306239e+01
3.7500000e+00,1.8314766e+01
3.7550000e+00,1.8323269e+01
3.7600000e+00,1.8331747e+01
3.7650000e+00,1.8340201e+01
3.7700000e+00,1.8348631e+01
3.7750000e+00,1.8357036e+01
3.7800000e+00,1.8365417e+01
3.7850000e+00,1.8373773e+01
3.7900000e+00,1.8382105e+01
3.7950000e+00,1.8390413e+01
3.8000000e+00,1.8398696e+01
3.8050000e+00,1.8406955e+01
3.8100000e+00,1.8415189e+01
3.8150000e+00,1.8423399e+01
3.8200000e+00,1.8431585e+01
3.8250000e+00,1.8439746e+01
3.8300000e+00,1.8447883e+01
3.8350000e+00,1.8455995e+01
3.8400000e+00,1.8464083e+01
3.8450000e+00,1.8472146e+01
3.8500000e+00,1.8480186e+01
3.8550000e+00,1.8488200e+01
3.8600000e+00,1.8496190e+01
3.8650000e+00,1.8504156e+01
3.8700000e+00,1.8512098e+01
3.8750000e+00,1.8520015e+01
